"passer_player_id","passer_player_name","posteam","passing_plays","avg_passing_epa","passing_success_rate","avg_cpoe","avg_air_yards","avg_yac","completions","incompletions","interceptions","passing_touchdowns","rushing_plays","avg_rushing_epa","rushing_success_rate","rushing_yards","avg_yards_per_rush","rushing_touchdowns"
"00-0040743","T.Shough","NO",356,-0.0281048233450344,0.438202247191011,1.60817432025122,8.36111111111111,4.75565610859729,221,97,6,10,46,0.0222429846544426,0.456521739130435,186,4.08695652173913,3
"00-0039910","J.Daniels","WAS",204,-0.0289006277242752,0.441176470588235,-2.72908712598099,7.47311827956989,5.06140350877193,114,69,3,8,59,0.029631027085383,0.474576271186441,278,4.71186440677966,2
"00-0039150","B.Young","CAR",506,-0.0430619795301263,0.426877470355731,0.998920477456875,6.51470588235294,5.0625,304,161,11,24,57,0.157612890935685,0.421052631578947,240,4.21052631578947,3
"00-0028118","T.Taylor","NYJ",147,-0.0896688255995502,0.428571428571429,-0.877602879456648,8.60902255639098,4.1375,80,48,5,6,27,0.200490536183496,0.481481481481481,143,5.2962962962963,1
"00-0036945","J.Fields","NYJ",233,-0.0932759394264432,0.412017167381974,-1.86883856340782,6.82673267326733,4.4921875,128,73,1,7,73,0.120038538816282,0.589041095890411,383,5.3013698630137,4
"00-0036898","D.Mills","HOU",169,-0.0989365194371199,0.396449704142012,-6.61342173422638,8.55345911949686,2.95604395604396,91,67,1,5,14,-0.0605594346800686,0.357142857142857,60,4.28571428571429,1
"00-0029263","R.Wilson","NYG",129,-0.12152288363754,0.364341085271318,-1.47996957695812,8.89075630252101,5.44927536231884,69,47,3,3,18,-0.0714646619850006,0.5,106,5.88888888888889,0
"00-0039376","S.Rattler","NO",272,-0.131853043039363,0.441176470588235,2.3567769965347,7.99212598425197,3.71098265895954,174,75,5,9,32,0.269996258393352,0.6875,167,5.21875,0
"00-0030565","G.Smith","LV",503,-0.146336941479028,0.421471172962227,0.70712558716257,6.19506726457399,5.67218543046358,302,127,17,20,41,-0.0408183973454359,0.390243902439024,109,2.65853658536585,0
"00-0040676","C.Ward","TEN",592,-0.191757793038772,0.368243243243243,-2.92967536107811,7.2756052141527,4.78947368421053,323,207,7,19,39,0.217802559753329,0.538461538461538,159,4.07692307692308,2
"00-0039923","J.McCarthy","MIN",273,-0.198190164041515,0.402930402930403,-5.72387047049378,8.81481481481481,4.94285714285714,140,91,12,13,37,0.183883962861728,0.459459459459459,181,4.89189189189189,4
"00-0040704","D.Gabriel","CLE",204,-0.219783228294948,0.318627450980392,-7.50705682111708,5.85869565217391,4.54545454545455,110,72,2,7,14,0.0305716100888925,0.357142857142857,86,6.14285714285714,0
"00-0040668","S.Sanders","CLE",235,-0.298867921705053,0.336170212765957,-4.9996492648736,7.19339622641509,6.74166666666667,120,82,10,7,22,0.444697526691683,0.681818181818182,169,7.68181818181818,1
"00-0026158","J.Flacco","CLE",168,-0.343468260697094,0.333333333333333,-4.32581996468649,7.34591194968553,4.32258064516129,93,60,6,3,0,0,0,0,0,0
"00-0035100","J.Browning","CIN",134,-0.394704952174924,0.380597014925373,0.375705038507779,7.672,4.53086419753086,81,36,8,8,0,0,0,0,0,0
"00-0040398","B.Cook","NYJ",173,-0.395051217699571,0.312138728323699,-10.0291003045198,5.66666666666667,4.73863636363636,88,58,7,2,13,-0.32987228446067,0.461538461538462,49,3.76923076923077,0
